,support,mape,rmse,mae,r2
train,3611.7,4.4087000000000005,3722339.142,2407725.9529999997,0.795
cv,401.3,7.7796,6963352.8272,4714035.4066,0.2777
unobserved,446.0,6.810599999999999,7619603.5615,5109145.7723,0.16199999999999998
