,support,mape,rmse,mae,r2
train,15883.4,0.16360000000000002,41582.830799999996,28555.9929,0.8737999999999999
cv,1857.6,0.18,47919.7712,32089.4495,0.8264999999999999
unobserved,2064.0,0.17909999999999998,46033.725300000006,31214.135099999996,0.8458
