,support,mape,rmse,mae,r2
train,13375.4,0.16709999999999997,41805.453299999994,28776.243200000004,0.8807
cv,1857.6,0.1845,48938.05590000001,33001.6136,0.8189
unobserved,2064.0,0.1814,46880.8377,31862.421200000004,0.8400000000000001
