,support,mape,rmse,mae,r2
train,29.7,0.4279,89759.7527,74914.00029999999,0.0
cv,131.4,0.5301,88087.69810000001,73220.3684,-0.2752
unobserved,146.0,0.4915,92119.9304,73203.52739999999,-0.23529999999999998
