,support,mape,rmse,mae,r2
train,119.0,0.08819999999999999,31756.581,13377.0003,0.8622
cv,131.4,0.1861,46829.031299999995,32427.7849,0.6369
unobserved,146.0,0.1861,52343.193400000004,33539.4869,0.5997
