,support,mape,rmse,mae,r2
train,11965.9,0.41209999999999997,36.4832,23.6182,0.9556999999999999
cv,1564.1,0.43309999999999993,41.7604,26.555899999999998,0.9469
unobserved,1738.0,0.4624,41.463499999999996,26.8555,0.9468
