,support,mape,rmse,mae,r2
train,15883.4,0.14279999999999998,36720.543099999995,25567.9526,0.9003
cv,1857.6,0.1719,46049.60719999999,30617.9698,0.8397
unobserved,2064.0,0.1679,43176.644,28997.642100000005,0.8643000000000001
