,support,mape,rmse,mae,r2
train,13375.4,0.14709999999999998,37517.2368,26245.5988,0.9044000000000001
cv,1857.6,0.1769,46711.986699999994,31462.0884,0.835
unobserved,2064.0,0.17229999999999998,43996.4502,29910.561400000006,0.8591
