,support,mape,rmse,mae,r2
train,15047.4,0.14299999999999996,36544.7762,25480.225499999997,0.9021000000000001
cv,1857.6,0.17159999999999997,46146.1762,30607.226499999997,0.8391
unobserved,2064.0,0.16809999999999997,43388.8818,29115.8268,0.8628
