,support,mape,rmse,mae,r2
train,39044.7,863129575844241.9,1719.1125,1470.9836,0.25210000000000005
cv,4338.3,885705878843440.8,1753.2167999999997,1501.5085000000001,0.2222
unobserved,4821.0,2.5858,1740.6889999999999,1490.1985,0.22530000000000006
