,support,mape,rmse,mae,r2
train,592.0,0.018999999999999996,5168.1293,3153.3676,0.9865999999999999
cv,131.4,0.1203,39693.05630000001,21869.297400000003,0.7451
unobserved,146.0,0.1014,49203.1792,21798.956400000003,0.6477
