,support,mape,rmse,mae,r2
train,4521.3,0.08889999999999999,0.022,0.016700000000000003,0.9430999999999997
cv,528.7,0.1302,0.0345,0.0252,0.8559999999999999
unobserved,588.0,0.1262,0.0352,0.0249,0.8594000000000002
