,support,mape,rmse,mae,r2
train,575.9,0.022299999999999997,1.0390000000000001,0.6483000000000001,0.9876999999999999
cv,69.1,0.031999999999999994,1.3672,0.8956,0.9777999999999999
unobserved,77.0,0.039999999999999994,1.6244,1.1239000000000001,0.9730000000000001
