,support,mape,rmse,mae,r2
train,497.9,0.0167,0.5657,0.3425,0.9968
cv,69.1,0.0264,0.9127000000000001,0.5802,0.991
unobserved,77.0,0.0316,1.0436999999999999,0.6628000000000001,0.991
