,support,mape,rmse,mae,r2
train,3843.6,0.04329999999999999,1007.5649,503.69719999999995,0.9902
cv,540.0,0.0522,1415.6020999999998,679.5015,0.9805000000000001
unobserved,600.0,0.0528,1527.7352999999998,729.6677,0.9757999999999999
