,support,mape,rmse,mae,r2
train,356.5,1.5990751578719494e+16,33.08969999999999,10.3669,0.49099999999999994
cv,46.5,2.694694877656483e+16,36.413199999999996,17.8089,-1.6290000000000002
unobserved,52.0,1.6396013874668928e+16,150.02020000000002,38.6192,0.016900000000000002
