,support,mape,rmse,mae,r2
train,204.6,0.0399,1.4492999999999998,0.9641,0.9587
cv,45.5,0.1884,4.6048,3.1637999999999997,0.7191
unobserved,51.0,0.2145,6.814400000000001,3.9555999999999996,0.45999999999999996
