,support,mape,rmse,mae,r2
train,38068.7,891714381383965.2,1715.6337000000003,1467.1304,0.2531
cv,4338.3,882434050794237.6,1755.1192999999998,1503.4684000000002,0.22030000000000002
unobserved,4821.0,2.5875999999999997,1741.9369,1491.6391999999998,0.22410000000000002
