,support,mape,rmse,mae,r2
train,311.0,0.004000000000000001,0.1012,0.0766,1.0
cv,69.1,0.06340000000000001,2.0031,1.2867,0.9568
unobserved,77.0,0.0627,1.5713000000000001,1.014,0.9792
