,support,mape,rmse,mae,r2
train,608.6,0.0052,0.1477,0.10990000000000003,1.0
cv,69.1,0.0137,0.4711,0.28559999999999997,0.9976
unobserved,77.0,0.0158,0.5181,0.2961,0.9975999999999999
