,support,mape,rmse,mae,r2
train,389.5,0.04429999999999999,1.3788,0.8826,0.9783
cv,45.5,0.10700000000000001,3.157,2.1073999999999997,0.8602000000000001
unobserved,51.0,0.1236,5.5267,2.8945999999999996,0.6443000000000001
