,support,mape,rmse,mae,r2
train,1029.6,0.2242,2866.0344,1687.6771999999996,0.9436
cv,120.4,0.341,4846.6466,2799.0419,0.8239000000000001
unobserved,134.0,0.30419999999999997,4226.323999999999,2664.7686000000003,0.9077
