,support,mape,rmse,mae,r2
train,1182.6,0.028900000000000002,10240.792100000002,5022.056999999999,0.9833000000000001
cv,131.4,0.0914,26535.5418,15771.9373,0.8836
unobserved,146.0,0.08859999999999998,33429.5601,17101.3922,0.8371999999999998
