,support,mape,rmse,mae,r2
train,188.5,0.2698,48483.936700000006,36930.362499999996,0.859
cv,1857.6,0.5033000000000001,96306.03899999999,75651.2596,0.29810000000000003
unobserved,2064.0,0.5069,94944.8955,75516.5729,0.3415
