,support,mape,rmse,mae,r2
train,408.5,1.4282106532050474e+16,30.8921,9.4018,0.4859
cv,46.5,2.571627725050654e+16,36.3092,17.2788,-1.5399
unobserved,52.0,1.4959324344560016e+16,151.1434,38.5261,0.0021999999999999997
