,support,mape,rmse,mae,r2
train,209.2,1.4994914862486576e+16,20.112099999999998,9.6608,0.6353
cv,46.5,2.997626424601644e+16,35.628299999999996,18.3571,-1.5626000000000002
unobserved,52.0,1.4234820990512076e+16,150.26129999999998,37.913799999999995,0.013900000000000001
