,support,mape,rmse,mae,r2
train,4521.3,0.08909999999999998,0.0225,0.017000000000000005,0.9399
cv,528.7,0.1298,0.0344,0.0252,0.8574999999999999
unobserved,588.0,0.12669999999999998,0.035100000000000006,0.0251,0.8593
