,support,mape,rmse,mae,r2
train,398.5,1.4450893271515644e+16,31.18659999999999,9.4465,0.48419999999999985
cv,46.5,2.6005736049884936e+16,36.8326,17.363599999999998,-1.7162
unobserved,52.0,1.4591546503123024e+16,150.9513,38.3404,0.0048000000000000004
