,support,mape,rmse,mae,r2
train,559.9,0.015100000000000002,0.5319,0.31239999999999996,0.9971
cv,69.1,0.0231,0.8088000000000001,0.4922000000000001,0.993
unobserved,77.0,0.027800000000000002,0.8924,0.5606000000000001,0.9934000000000001
