,support,mape,rmse,mae,r2
train,4374.0,0.0447,1032.0312,533.2198000000001,0.99
cv,540.0,0.0512,1356.6673,656.2835,0.9822
unobserved,600.0,0.0517,1541.9852,706.3507999999999,0.9753000000000001
