,support,mape,rmse,mae,r2
train,24063.7,0.38730000000000003,1983611.0570999999,1214904.6717,0.8328000000000001
cv,2742.3,0.44299999999999995,2731906.4222,1458572.2380000001,0.6767
unobserved,3048.0,0.46480000000000005,2589442.402,1447920.8267,0.6637000000000002
