,support,mape,rmse,mae,r2
train,4282.3,0.08469999999999998,0.019799999999999998,0.015000000000000003,0.9222999999999999
cv,528.7,0.1322,0.03949999999999999,0.0269,0.8121
unobserved,588.0,0.1285,0.0407,0.0269,0.8108000000000001
