,support,mape,rmse,mae,r2
train,1029.6,0.1899,2705.5162,1526.3097000000002,0.9494999999999999
cv,120.4,0.3335,4900.5102,2788.1348000000003,0.8187999999999999
unobserved,134.0,0.2868,4140.868500000001,2603.2331,0.9113000000000001
