,support,mape,rmse,mae,r2
train,921.6,0.1717,2490.8846999999996,1379.0934000000002,0.9552999999999999
cv,120.4,0.3207000000000001,4848.8608,2736.4152999999997,0.8229
unobserved,134.0,0.2815,4213.3974,2646.1796999999997,0.9084999999999999
