,support,mape,rmse,mae,r2
train,1002.6,0.1863,2669.4695,1497.5031,0.9516
cv,120.4,0.3367,4884.795700000001,2787.6518000000005,0.8195
unobserved,134.0,0.2874,4133.1363,2604.5945,0.9120000000000001
