,support,mape,rmse,mae,r2
train,1083.6,0.2273,2926.3497,1738.069,0.9389999999999998
cv,120.4,0.34490000000000004,4804.8792,2802.435,0.8261
unobserved,134.0,0.3254,4301.9309,2785.8543999999997,0.9045
