,support,mape,rmse,mae,r2
train,4758.3,0.07719999999999999,0.0192,0.014800000000000002,0.9556000000000001
cv,528.7,0.1269,0.033800000000000004,0.0247,0.8619
unobserved,588.0,0.11989999999999998,0.033600000000000005,0.024,0.8722
