,support,mape,rmse,mae,r2
train,4402.3,0.07599999999999998,0.018799999999999997,0.014600000000000002,0.9588999999999999
cv,528.7,0.127,0.0339,0.0247,0.8606
unobserved,588.0,0.11979999999999999,0.03370000000000001,0.024,0.8714000000000001
