,support,mape,rmse,mae,r2
train,4402.3,0.0768,0.018899999999999997,0.014300000000000002,0.9576
cv,528.7,0.1276,0.0342,0.0248,0.8605
unobserved,588.0,0.12090000000000001,0.03400000000000001,0.024,0.8702
