,support,mape,rmse,mae,r2
train,1123.6,0.028800000000000003,10366.5978,5013.9594,0.9833999999999999
cv,131.4,0.09209999999999999,26704.4365,15937.881,0.8822000000000001
unobserved,146.0,0.09019999999999999,33517.59610000001,17379.498,0.8363999999999999
