,support,mape,rmse,mae,r2
train,310.8,0.03370000000000001,1.4823,0.977,0.9771000000000001
cv,69.1,0.0848,2.7127000000000003,1.8533000000000002,0.9072999999999999
unobserved,77.0,0.0948,2.9345,2.0215,0.9051
