,support,mape,rmse,mae,r2
train,23052.1,0.3801,1874456.3706999999,1152343.0707,0.8095000000000001
cv,2742.3,0.4627,2958347.6577000003,1566663.8213,0.6197
unobserved,3048.0,0.4869,2777067.4106,1564221.7354000001,0.613
