,support,mape,rmse,mae,r2
train,22212.5,0.3646,1832145.0471,1118692.6450999998,0.8057000000000001
cv,2742.3,0.4511,2884042.6818,1518368.6482,0.6396000000000001
unobserved,3048.0,0.47309999999999997,2731546.1148,1506171.0155000002,0.6253
