,support,mape,rmse,mae,r2
train,13725.9,0.3932,36.6933,23.5805,0.9587
cv,1564.1,0.41200000000000003,41.484,26.109500000000004,0.9476999999999999
unobserved,1738.0,0.4443,40.899800000000006,26.393099999999997,0.9481999999999999
