,support,mape,rmse,mae,r2
train,709.3,0.0491,2.2806,1.4627,0.9822
cv,92.7,0.11580000000000001,4.675700000000001,3.2534,0.9198000000000001
unobserved,103.0,0.1101,4.841900000000001,3.4339,0.9139000000000002
