,support,mape,rmse,mae,r2
train,1064.6,0.028200000000000003,10604.0566,4961.0713000000005,0.9833000000000001
cv,131.4,0.093,26989.282900000002,16137.067499999996,0.8789999999999999
unobserved,146.0,0.09069999999999999,33941.7433,17565.694799999997,0.8324
