,support,mape,rmse,mae,r2
train,834.3,0.0493,2.1779,1.3988,0.9827999999999999
cv,92.7,0.10200000000000001,4.3665,2.9187,0.9301999999999999
unobserved,103.0,0.10640000000000001,4.4752,3.1472,0.9265000000000001
