,support,mape,rmse,mae,r2
train,29504.1,570861402145103.8,1775.5134000000003,1530.3127,0.20950000000000002
cv,4338.3,875787483702064.4,1768.1963,1513.7963,0.20870000000000002
unobserved,4821.0,2.7963,1759.3777000000002,1506.9948,0.2085
