,support,mape,rmse,mae,r2
train,1182.6,0.028800000000000003,10129.108100000001,4995.3266,0.9834999999999999
cv,131.4,0.0924,26840.768700000004,15952.5658,0.8809000000000001
unobserved,146.0,0.08929999999999999,33264.8337,17233.990700000002,0.8388
