,support,mape,rmse,mae,r2
train,22212.7,0.3553,1745225.1042,1109614.9323,0.8710999999999999
cv,2742.3,0.44089999999999996,2693176.1999,1450463.1220999998,0.6859
unobserved,3048.0,0.46210000000000007,2600767.1537,1443270.5415999999,0.6609
