,support,mape,rmse,mae,r2
train,19744.7,0.3598,1731734.8739,1110087.3567,0.8742000000000001
cv,2742.3,0.43710000000000004,2687201.4968,1437430.8502999998,0.6872
unobserved,3048.0,0.45890000000000003,2567565.1174000003,1428907.2185000002,0.6694000000000001
