,support,mape,rmse,mae,r2
train,750.5,0.0524,2.2817,1.4427999999999999,0.9814999999999999
cv,92.7,0.1115,4.9075999999999995,3.2247999999999997,0.9119999999999999
unobserved,103.0,0.1091,4.751099999999999,3.28,0.9173
