,support,mape,rmse,mae,r2
train,3611.7,4.519,3772238.8974,2431785.8970000003,0.7895000000000001
cv,401.3,7.904300000000001,7003919.6168,4737312.698000001,0.2694
unobserved,446.0,6.8899,7656707.413699999,5137810.850699999,0.1538
