,support,mape,rmse,mae,r2
train,14655.2,0.1547,39446.274300000005,27318.763,0.8752000000000001
cv,1857.6,0.1839,48376.1533,32401.2263,0.8234
unobserved,2064.0,0.1833,46434.379100000006,31564.0446,0.8432000000000001
