,support,mape,rmse,mae,r2
train,606.9,0.013799999999999998,0.45990000000000003,0.2761,0.9979999999999999
cv,69.1,0.023399999999999997,1.0048,0.5262,0.9885999999999999
unobserved,77.0,0.0326,1.3233,0.7619,0.9850999999999999
