,support,mape,rmse,mae,r2
train,606.9,0.0142,0.5022,0.2905999999999999,0.9974999999999999
cv,69.1,0.021799999999999996,0.7718,0.4554,0.9935
unobserved,77.0,0.0273,0.8455,0.5367,0.9939
