,support,mape,rmse,mae,r2
train,16718.4,0.1621,41429.8551,28433.0398,0.8705
cv,1857.6,0.1813,47906.3705,32148.533900000002,0.8267
unobserved,2064.0,0.1796,45898.8664,31183.451300000004,0.8468
