,support,mape,rmse,mae,r2
train,16718.4,0.1621,41421.1066,28426.9528,0.8707
cv,1857.6,0.181,47892.007699999995,32122.189100000007,0.8267
unobserved,2064.0,0.1797,45852.187099999996,31166.840600000003,0.8469
