,support,mape,rmse,mae,r2
train,1063.6,0.0258,9485.564,4683.7045,0.9846999999999999
cv,131.4,0.0953,27312.8905,16176.4084,0.874
unobserved,146.0,0.09179999999999999,33497.1753,17542.176600000003,0.8363999999999999
