,support,mape,rmse,mae,r2
train,15046.4,0.1568,39780.9088,27337.129600000004,0.8770999999999999
cv,1857.6,0.1805,48194.0677,32235.7826,0.8247
unobserved,2064.0,0.1817,46262.6458,31522.015599999995,0.8440999999999999
