,support,mape,rmse,mae,r2
train,328.0,0.0498,1.5315999999999999,0.9629999999999999,0.9743
cv,45.5,0.1116,3.2578000000000005,2.217,0.8526
unobserved,51.0,0.1283,5.5383,2.9842,0.6432999999999999
