,support,mape,rmse,mae,r2
train,328.0,0.0482,1.4683,0.9596,0.9783000000000002
cv,45.5,0.11440000000000002,3.2578000000000005,2.245,0.849
unobserved,51.0,0.1346,5.598800000000001,3.0711000000000004,0.6351000000000001
