,support,mape,rmse,mae,r2
train,16718.4,0.1621,41405.2745,28436.283600000002,0.8707
cv,1857.6,0.18150000000000002,47966.0355,32189.0543,0.8262
unobserved,2064.0,0.17969999999999997,45842.659400000004,31160.790399999998,0.8470999999999999
