,support,mape,rmse,mae,r2
train,8359.3,0.1338,34573.3747,24224.191899999998,0.9094000000000001
cv,1857.6,0.198,53339.95249999999,35805.8504,0.7849
unobserved,2064.0,0.20050000000000004,53500.9027,36040.8881,0.7916000000000001
